IC_NGC_key,Type,Coordinates,Constellation,Axis,PosAng,V-Mag,SurfBr,Hubble,M,Common names
NGC 5133,G,13:24:52.91 -04:04:55.2,Virgo,1.10 0.65,25,,23.59,E-S0,,
NGC 5134,G,13:25:18.55 -21:08:03.0,Virgo,2.70 1.53,159,11.77,22.95,SABb,,
NGC 5135,G,13:25:44.06 -29:50:01.2,Hydra,2.40 2.20,125,12.59,23.41,Sab,,
NGC 5136,G,13:24:51.41 +13:44:16.3,Virgo,1.31 1.17,89,,23.91,E,,
NGC 5137,G,13:24:52.50 +14:04:37.9,Virgo,0.77 0.55,120,,23.87,S0-a,,
NGC 5138,OCl,13:27:15.21 -59:02:27.4,Centaurus,4.2,,5.33,,,,
NGC 5139,GCl,13:26:45.89 -47:28:36.7,Centaurus,27,,5.33,,,,Omega Centauri
NGC 5140,G,13:26:21.73 -33:52:06.5,Centaurus,2.36 1.98,47,12.97,23.46,E-S0,,
NGC 5141,G,13:24:51.44 +36:22:42.7,Canes Venatici,1.59 1.10,78,12.8,23.52,S0,,
NGC 5142,G,13:25:01.11 +36:23:58.2,Canes Venatici,1.18 1.04,14,13.25,23.29,S0,,
NGC 5143,G,13:25:01.28 +36:26:13.8,Canes Venatici,0.53 0.34,101,,23,SBd,,
NGC 5144,GPair,13:22:53.70 +70:30:44.0,Ursa Minor,1.1,,,,,,
NGC 5144NED01,G,13:22:53.49 +70:30:36.4,Ursa Minor,0.89 0.40,55,,,,,
NGC 5144NED02,G,13:22:54.08 +70:30:53.0,Ursa Minor,1.00 0.81,151,13.15,22.05,Sc,,
NGC 5145,G,13:25:13.92 +43:16:02.2,Canes Venatici,1.97 1.45,84,,23.7,S0-a,,
NGC 5146,G,13:26:37.49 -12:19:26.3,Virgo,2.16 1.39,33,,24.35,E-S0,,
NGC 5147,G,13:26:19.73 +02:06:03.1,Virgo,1.47 1.36,160,12.13,21.78,Sd,,
NGC 5148,G,13:26:38.78 +02:18:49.4,Virgo,0.66 0.60,0,,23.26,SBcd,,
NGC 5149,G,13:26:09.15 +35:56:03.9,Canes Venatici,1.62 0.95,153,,23.15,SBbc,,
NGC 5150,G,13:27:36.54 -29:33:44.1,Hydra,1.40 1.03,117,12.6,22.66,SBbc,,
NGC 5151,G,13:26:40.84 +16:52:25.7,Coma Berenices,0.91 0.82,175,,23.29,E,,
NGC 5152,G,13:27:51.12 -29:37:07.0,Hydra,2.03 1.04,110,,23.45,SBb,,
NGC 5153,G,13:27:54.33 -29:37:04.9,Hydra,2.44 1.89,17,11.92,23.71,E,,
NGC 5154,G,13:26:28.54 +36:00:37.0,Canes Venatici,1.35 1.26,60,,23.94,Sc,,
NGC 5155,*Ass,13:28:35.09 -63:30:31.3,Centaurus,6.3,,,,,,
NGC 5156,G,13:28:44.09 -48:55:00.5,Centaurus,2.54 2.08,115,11.86,23.12,SBb,,
NGC 5157,G,13:27:16.85 +32:01:50.6,Canes Venatici,1.32 1.11,116,,23.28,Sa,,
NGC 5158,G,13:27:46.97 +17:46:43.8,Coma Berenices,0.98 0.93,30,,22.59,Sab,,
NGC 5159,G,13:28:16.17 +02:58:57.6,Virgo,1.24 0.35,162,,23.41,Sc,,
NGC 5160,**,13:28:21.60 +05:59:45.2,Virgo, ,,,,,,
NGC 5161,G,13:29:13.91 -33:10:25.8,Centaurus,5.36 1.62,77,11.52,23.43,Sc,,
NGC 5162,G,13:29:25.93 +11:00:28.4,Virgo,2.96 1.60,162,,24.3,SBc,,
NGC 5163,G,13:26:54.26 +52:45:12.7,Ursa Major,1.13 0.72,10,,23.81,E,,
NGC 5164,G,13:27:11.90 +55:29:13.8,Ursa Major,0.99 0.90,35,,23.11,SBb,,
NGC 5165,G,13:28:39.18 +11:23:13.4,Virgo,1.64 0.91,2,,24.33,E-S0,,
NGC 5166,G,13:28:15.04 +32:01:56.6,Canes Venatici,2.13 0.37,67,,23.54,SABb,,
NGC 5167,G,13:28:40.23 +12:42:40.3,Virgo,1.00 0.96,15,,23.4,SBb,,
NGC 5168,OCl,13:31:05.25 -60:56:21.2,Centaurus,4.2,,9.1,,,,
NGC 5169,G,13:28:10.05 +46:40:19.7,Canes Venatici,1.51 0.60,104,,23.64,Sbc,,
NGC 5170,G,13:29:48.79 -17:57:59.1,Virgo,7.96 1.41,123,11.23,23.95,Sc,,
NGC 5171,G,13:29:21.56 +11:44:06.4,Virgo,1.07 0.78,5,12.8,22.61,E-S0,,
NGC 5172,G,13:29:19.31 +17:03:06.9,Coma Berenices,2.38 1.34,101,11.96,22.84,SABc,,
NGC 5173,G,13:28:25.27 +46:35:29.9,Canes Venatici,1.10 1.04,130,,22.47,E,,
NGC 5174,Dup,13:29:25.93 +11:00:28.4,Virgo, ,,,,,,
NGC 5175,*,13:29:26.27 +10:59:42.5,Virgo, ,,,,,,
NGC 5176,G,13:29:24.96 +11:46:53.3,Virgo,0.38 0.38,130,,22.14,E,,
NGC 5177,G,13:29:24.26 +11:47:49.3,Virgo,0.86 0.23,134,,23.17,Sa,,
NGC 5178,G,13:29:29.31 +11:37:29.2,Virgo,1.03 0.66,94,,23.49,S0-a,,
NGC 5179,G,13:29:30.88 +11:44:45.0,Virgo,1.10 0.73,40,,23.62,E-S0,,
NGC 5180,G,13:29:26.96 +16:49:33.0,Coma Berenices,1.25 0.89,34,13,23.19,S0,,
NGC 5181,G,13:29:42.00 +13:18:14.8,Virgo,1.04 0.90,30,,23.42,E,,
NGC 5182,G,13:30:41.11 -28:09:01.1,Hydra,2.06 1.60,12,12.56,23.45,Sbc,,
NGC 5183,G,13:30:06.15 -01:43:14.1,Virgo,1.72 0.60,118,,23.03,Sb,,
NGC 5184,G,13:30:11.49 -01:39:47.3,Virgo,1.57 0.94,128,,22.92,SABb,,
NGC 5185,G,13:30:02.25 +13:24:57.8,Virgo,2.00 0.74,58,,24.02,SBb,,
NGC 5186,G,13:30:03.90 +12:10:30.7,Virgo,0.73 0.49,160,,23.6,Sb,,
NGC 5187,G,13:29:48.19 +31:07:48.5,Canes Venatici,0.81 0.54,45,,22.71,Sb,,
NGC 5188,G,13:31:28.28 -34:47:39.9,Centaurus,3.41 2.41,98,12.04,24.07,Sb,,
NGC 5189,PN,13:33:32.91 -65:58:26.6,Musca,2.33,,,,,,
NGC 5190,G,13:30:38.55 +18:08:04.6,Coma Berenices,0.97 0.76,155,13.14,22.59,Sb,,
NGC 5191,G,13:30:47.36 +11:12:02.7,Virgo,1.03 0.67,89,,23.49,S0,,
NGC 5192,G,13:30:51.68 -01:46:43.3,Virgo,0.61 0.30,12,,22.74,Sa,,
NGC 5193,G,13:31:53.53 -33:14:03.2,Centaurus,2.07 1.89,65,11.73,23.03,E,,
NGC 5193A,G,13:31:49.08 -33:14:22.1,Centaurus,1.49 0.53,48,,23.68,S0,,
NGC 5194,G,13:29:52.71 +47:11:42.6,Canes Venatici,13.71 11.67,163,8.36,22.9,SABb,51,Whirlpool Galaxy
NGC 5195,G,13:29:59.59 +47:15:58.1,Canes Venatici,5.50 4.36,79,9.58,22.84,SBa,,
NGC 5196,G,13:31:19.66 -01:36:54.2,Virgo,0.87 0.80,165,,23.57,E-S0,,
NGC 5197,G,13:31:25.13 -01:41:35.0,Virgo,0.86 0.19,148,,24.15,S0-a,,
NGC 5198,G,13:30:11.40 +46:40:14.8,Canes Venatici,2.03 1.68,15,11.78,23.1,E,,
NGC 5199,G,13:30:42.76 +34:49:50.4,Canes Venatici,1.27 0.91,130,,23.96,S0,,
NGC 5200,**,13:31:42.46 -00:01:48.6,Virgo, ,,,,,,
NGC 5201,G,13:29:16.21 +53:04:55.1,Ursa Major,1.58 0.99,127,,23.61,Sb,,
NGC 5202,G,13:32:00.51 -01:41:55.6,Virgo,0.67 0.29,178,,23,Sb,,
NGC 5203,G,13:32:13.40 -08:47:10.4,Virgo,1.66 1.05,90,,23.97,E-S0,,
NGC 5204,G,13:29:36.51 +58:25:07.4,Ursa Major,4.50 2.82,5,11.32,23.32,Sm,,
NGC 5205,G,13:30:03.58 +62:30:41.7,Ursa Major,1.58 0.94,168,12.77,22.89,SBbc,,
NGC 5206,G,13:33:43.98 -48:09:04.2,Centaurus,4.26 2.81,28,10.49,23.77,E-S0,,
NGC 5207,G,13:32:13.99 +13:53:32.6,Virgo,1.75 0.88,142,,23.76,Sb,,
NGC 5208,G,13:32:27.93 +07:18:59.2,Virgo,1.69 0.60,161,,24.01,S0,,
NGC 5209,G,13:32:42.54 +07:19:38.1,Virgo,1.25 0.88,111,,23.83,E,,
NGC 5210,G,13:32:49.25 +07:10:12.3,Virgo,1.51 1.25,12,,23.55,Sa,,
NGC 5211,G,13:33:05.34 -01:02:08.9,Virgo,2.00 1.55,30,13.1,23.77,Sab,,
NGC 5212,G,13:32:56.05 +07:17:15.9,Virgo,0.51 0.47,90,,23.21,Sc,,
NGC 5213,GPair,13:34:39.40 +04:08:00.0,Virgo,0.93 0.71,133,,23.18,Sb,,
NGC 5214,G,13:32:48.70 +41:52:18.6,Canes Venatici,1.04 0.83,131,13.67,22.99,Sc,,
NGC 5215,GPair,13:35:08.20 -33:29:02.0,Centaurus,2.2,,,,,,
NGC 5215A,G,13:35:06.66 -33:28:51.6,Centaurus,1.57 0.35,135,,21.94,S0,,
NGC 5215B,G,13:35:09.86 -33:28:58.7,Centaurus,1.24 0.88,85,,23.15,S0,,
NGC 5216,G,13:32:06.89 +62:42:02.5,Ursa Major,1.69 1.10,54,16.14,23.7,E,,
NGC 5217,G,13:34:05.93 +17:51:24.7,Coma Berenices,1.56 0.53,16,,23.76,E,,
NGC 5218,G,13:32:10.38 +62:46:03.9,Ursa Major,1.84 1.21,93,12.32,22.86,SBb,,
NGC 5219,Dup,13:38:41.70 -45:51:21.5,Centaurus, ,,,,,,
NGC 5220,G,13:35:56.67 -33:27:13.7,Centaurus,2.62 1.21,95,,24.09,Sa,,
NGC 5221,G,13:34:55.90 +13:49:57.0,Virgo,1.56 0.77,109,,23.6,SABb,,
NGC 5222,GPair,13:34:56.70 +13:44:36.0,Virgo,1.2,,,,,,
NGC 5222NED01,G,13:34:55.95 +13:44:31.8,Virgo,1.51 1.00,12,,23.75,E,,
NGC 5222NED02,G,13:34:57.59 +13:44:39.4,Virgo,0.93 0.59,33,,23.87,Sab,,
NGC 5223,G,13:34:25.22 +34:41:25.6,Canes Venatici,2.14 1.42,170,,24.58,E,,
NGC 5224,G,13:35:08.86 +06:28:52.0,Virgo,0.87 0.76,139,,23.5,E,,
NGC 5225,G,13:33:20.16 +51:29:25.2,Canes Venatici,0.73 0.73,60,,22.56,E,,
NGC 5226,G,13:35:03.62 +13:55:19.8,Virgo,0.50 0.26,17,,23.82,E,,
NGC 5227,G,13:35:24.56 +01:24:38.1,Virgo,1.51 1.29,161,13.21,23.38,Sb,,
NGC 5228,G,13:34:35.06 +34:46:40.1,Canes Venatici,1.15 0.98,20,,23.31,E-S0,,
NGC 5229,G,13:34:02.83 +47:54:55.6,Canes Venatici,2.28 0.63,169,13.85,23.91,SBcd,,
NGC 5230,G,13:35:31.88 +13:40:34.2,Virgo,1.55 1.48,0,,22.84,SABc,,
NGC 5231,G,13:35:48.25 +02:59:56.1,Virgo,1.15 0.76,133,16.15,23.14,SBa,,
NGC 5232,G,13:36:08.26 -08:29:51.8,Virgo,1.72 1.34,65,,23.27,S0-a,,
NGC 5233,G,13:35:13.34 +34:40:38.8,Canes Venatici,1.46 0.76,80,,23.61,Sab,,
NGC 5234,G,13:37:29.94 -49:50:12.9,Centaurus,1.51 0.87,46,,23.57,S0-a,,
NGC 5235,G,13:36:01.41 +06:35:07.3,Virgo,1.31 0.57,115,,23.78,SBb,,
NGC 5236,G,13:37:00.95 -29:51:55.5,Hydra,13.61 13.21,45,7.21,22.2,Sc,83,Southern Pinwheel Galaxy
NGC 5237,G,13:37:39.05 -42:50:49.1,Centaurus,2.34 1.57,111,12.49,23.8,E-S0,,
NGC 5238,G,13:34:42.51 +51:36:49.2,Canes Venatici,1.75 1.44,162,13.4,23.68,SABd,,
NGC 5239,G,13:36:26.20 +07:22:10.5,Bootes,1.80 1.75,150,,24.39,Sbc,,
NGC 5240,G,13:35:55.20 +35:35:17.7,Canes Venatici,1.83 1.26,57,,23.57,SBc,,
NGC 5241,G,13:36:39.87 -08:24:06.8,Virgo,1.05 0.46,50,,22.16,SBab,,
NGC 5242,Other,13:37:07.39 +02:46:14.1,Virgo, ,,,,,,
NGC 5243,G,13:36:14.95 +38:20:38.1,Canes Venatici,1.01 0.45,126,,22.5,Sbc,,
NGC 5244,G,13:38:41.70 -45:51:21.5,Centaurus,2.22 1.49,18,13.3,23.52,Sbc,,
NGC 5245,G,13:37:23.23 +03:53:50.7,Virgo,0.56 0.21,90,,23.05,S0-a,,
NGC 5246,G,13:37:29.37 +04:06:16.0,Virgo,0.85 0.65,85,,22.93,SBb,,
NGC 5247,G,13:38:03.04 -17:53:02.5,Virgo,5.32 4.26,170,10.41,22.95,SABb,,
NGC 5248,G,13:37:32.02 +08:53:06.6,Bootes,4.07 2.38,120,9.97,22.25,SABb,,
NGC 5249,G,13:37:37.50 +15:58:20.0,Bootes,1.49 0.93,176,13.97,23.83,S0,,
NGC 5250,G,13:36:07.33 +51:14:08.9,Ursa Major,0.93 0.85,110,,22.42,S0,,
NGC 5251,G,13:37:24.83 +27:25:09.2,Bootes,0.90 0.76,54,,23.14,S0-a,,
NGC 5252,G,13:38:15.96 +04:32:33.3,Virgo,1.29 0.75,11,14.21,23.56,S0,,
NGC 5253,G,13:39:55.96 -31:38:24.4,Centaurus,5.01 2.12,43,10.28,22.28,SBm,,
NGC 5254,G,13:39:37.91 -11:29:37.9,Virgo,3.35 1.44,127,12.16,23.34,Sc,,
NGC 5255,G,13:37:18.12 +57:06:32.2,Ursa Major,1.41 0.40,26,,24.14,Sa,,
NGC 5256,GPair,13:38:17.50 +48:16:37.0,Ursa Major,0.95 0.83,,13.42,,,,
NGC 5256NED01,G,13:38:17.31 +48:16:32.0,Ursa Major,0.22 0.19,117,13.42,21.59,Sbc,,
NGC 5256NED02,G,13:38:17.79 +48:16:41.0,Ursa Major,1.48 1.29,9,,23.52,Sab,,
NGC 5257,G,13:39:52.91 +00:50:24.0,Virgo,1.48 0.77,85,13.04,22.78,SABb,,
NGC 5258,G,13:39:57.69 +00:49:51.4,Virgo,1.48 1.24,178,13.04,23.32,SBb,,
NGC 5259,GPair,13:39:23.90 +30:59:29.0,Canes Venatici,1,,,,,,
NGC 5259NED01,G,13:39:23.13 +30:59:32.5,Canes Venatici,0.83 0.55,101,,24.86,E,,
NGC 5259NED02,G,13:39:24.67 +30:59:26.9,Canes Venatici,0.87 0.69,132,,23.73,E,,
NGC 5260,G,13:40:19.90 -23:51:29.1,Hydra,1.64 1.60,160,,23.37,Sc,,
NGC 5261,G,13:40:16.09 +05:04:34.7,Virgo,0.86 0.45,131,,23.27,Sa,,
NGC 5262,G,13:35:38.58 +75:02:21.9,Ursa Minor,1.22 0.69,177,13.65,24.19,E-S0,,
NGC 5263,G,13:39:55.64 +28:24:02.1,Canes Venatici,1.14 0.39,26,,22.51,Sc,,
NGC 5264,G,13:41:36.68 -29:54:47.1,Hydra,2.97 2.20,64,11.98,23.42,IB,,
NGC 5265,G,13:40:09.11 +36:51:39.9,Canes Venatici,0.95 0.85,140,,23.14,SBc,,
NGC 5266,G,13:43:02.11 -48:10:09.9,Centaurus,2.92 2.09,98,10.77,23.11,S0,,
NGC 5266A,G,13:40:37.10 -48:20:31.1,Centaurus,1.91 1.69,30,13.82,23,SBc,,
NGC 5267,G,13:40:39.96 +38:47:38.7,Canes Venatici,1.53 0.55,53,,23.06,SBb,,
NGC 5268,*,13:42:12.59 -13:51:34.4,Virgo, ,,11.33,,,,
NGC 5269,OCl,13:44:44.20 -62:54:45.0,Centaurus,4.8,,,,,,
NGC 5270,G,13:42:10.88 +04:15:45.3,Virgo,1.00 0.76,20,,23.43,SBb,,
NGC 5271,G,13:41:42.41 +30:07:31.6,Canes Venatici,0.84 0.67,80,,23.42,SBa,,
NGC 5272,GCl,13:42:11.23 +28:22:31.6,Canes Venatici,16.2,,6.39,,,3,
NGC 5273,G,13:42:08.34 +35:39:15.2,Canes Venatici,2.31 1.52,6,12.16,23.07,S0,,
NGC 5274,G,13:42:23.31 +29:50:52.2,Canes Venatici,0.60 0.54,111,,23.16,E,,
NGC 5275,G,13:42:23.56 +29:49:29.6,Canes Venatici,0.88 0.67,79,14.2,23.68,S0-a,,
NGC 5276,G,13:42:22.00 +35:37:26.9,Canes Venatici,0.86 0.60,156,,22.89,Sb,,
NGC 5277,G,13:42:38.38 +29:57:15.9,Canes Venatici,0.58 0.45,119,,22.91,Sbc,,
NGC 5278,G,13:41:39.62 +55:40:14.3,Ursa Major,0.76 0.60,73,,21.72,Sb,,
NGC 5279,G,13:41:43.75 +55:40:25.7,Ursa Major,0.61 0.35,24,,21.98,SBa,,
NGC 5280,G,13:42:55.54 +29:52:07.0,Canes Venatici,0.84 0.81,100,13.63,23.17,E,,
NGC 5281,OCl,13:46:35.15 -62:54:59.5,Centaurus,6.9,,5.9,,,,
NGC 5282,G,13:43:24.88 +30:04:10.3,Canes Venatici,0.66 0.62,80,,22.93,E,,
NGC 5283,G,13:41:05.76 +67:40:20.3,Draco,1.19 1.03,132,14.05,23.41,S0,,
NGC 5284,*Ass,13:47:23.30 -59:08:57.8,Centaurus,8.4,,,,,,
NGC 5285,G,13:44:25.79 +02:06:35.7,Virgo,0.77 0.64,61,,23.75,E,,
NGC 5286,GCl,13:46:26.58 -51:22:24.5,Centaurus,6.6,,8.31,,,,
NGC 5287,G,13:44:52.54 +29:46:15.3,Canes Venatici,0.68 0.45,116,,23.56,E,,
NGC 5288,OCl,13:48:44.94 -64:41:07.4,Circinus,3.6,,11.8,,,,
NGC 5289,G,13:45:08.71 +41:30:12.2,Canes Venatici,2.33 0.70,100,12.97,23.83,SABa,,
NGC 5290,G,13:45:19.18 +41:42:45.3,Canes Venatici,3.24 0.90,95,16.5,23.63,Sbc,,
NGC 5291,G,13:47:24.48 -30:24:25.2,Centaurus,1.77 1.24,173,14,23.83,E-S0,,
NGC 5292,G,13:47:40.07 -30:56:22.3,Centaurus,2.29 1.33,51,11.92,22.98,Sab,,
NGC 5293,G,13:46:52.68 +16:16:22.3,Bootes,1.58 1.07,122,13.1,23.16,Sc,,
NGC 5294,G,13:45:18.13 +55:17:27.0,Ursa Major,1.26 0.65,125,,23.81,I,,
NGC 5295,G,13:38:39.39 +79:27:32.0,Camelopardalis,0.63 0.62,70,,22.54,E-S0,,
NGC 5296,G,13:46:18.66 +43:51:04.9,Canes Venatici,0.95 0.55,11,13.81,23.06,S0-a,,
NGC 5297,G,13:46:23.67 +43:52:20.4,Canes Venatici,3.72 0.91,147,11.76,22.87,Sc,,
NGC 5298,G,13:48:36.49 -30:25:42.7,Centaurus,1.86 0.87,69,13.09,23.54,SBb,,
NGC 5299,OCl,13:50:26.26 -59:56:51.8,Centaurus,4.2,,,,,,
NGC 5300,G,13:48:16.04 +03:57:03.1,Virgo,2.83 1.84,147,,23.77,SABc,,
NGC 5301,G,13:46:24.67 +46:06:25.4,Canes Venatici,3.96 0.84,150,12.63,23.85,SBc,,
NGC 5302,G,13:48:49.68 -30:30:40.0,Centaurus,1.05 0.59,162,12.43,22.21,S0-a,,
NGC 5303,G,13:47:44.99 +38:18:16.7,Canes Venatici,0.86 0.44,90,,20.77,Sb,,
NGC 5304,G,13:50:01.48 -30:34:42.5,Centaurus,1.91 1.39,140,13.56,23.75,E-S0,,
NGC 5305,G,13:47:55.74 +37:49:34.8,Canes Venatici,1.46 1.02,26,,23.69,Sb,,
NGC 5306,G,13:49:11.40 -07:13:27.8,Virgo,1.94 1.24,33,,23.25,S0,,
NGC 5307,PN,13:51:03.30 -51:12:20.8,Centaurus,0.21,,11.2,,,,
NGC 5308,G,13:47:00.43 +60:58:23.4,Ursa Major,4.33 0.57,60,11.32,24,S0,,
NGC 5309,G,13:50:10.76 -15:37:06.3,Virgo,0.63 0.56,125,,23.34,,,
NGC 5310,*,13:49:47.74 +00:04:09.1,Virgo, ,,,,,,
NGC 5311,G,13:48:56.08 +39:59:06.4,Canes Venatici,2.01 1.66,102,13.3,23.6,S0-a,,
NGC 5312,G,13:49:50.57 +33:37:18.3,Canes Venatici,1.09 0.57,39,,23.52,S0-a,,
NGC 5313,G,13:49:44.34 +39:59:05.2,Canes Venatici,1.81 1.05,42,12.09,22.38,SABb,,
NGC 5314,G,13:46:11.40 +70:20:22.4,Ursa Minor,0.95 0.49,86,,23.01,Sa,,
NGC 5315,PN,13:53:56.89 -66:30:51.0,Circinus,0.1,,9.8,,,,
NGC 5316,OCl,13:53:57.22 -61:52:08.8,Centaurus,9.9,,6,,,,
NGC 5317,Dup,13:56:12.00 +05:00:52.1,Virgo, ,,,,,,
NGC 5318,G,13:50:36.01 +33:42:17.6,Canes Venatici,1.51 1.12,165,13.5,23.21,S0,,
NGC 5319,G,13:50:40.66 +33:45:41.6,Canes Venatici,0.65 0.27,68,,23.7,Sbc,,
NGC 5320,G,13:50:20.38 +41:21:58.4,Canes Venatici,1.82 0.92,17,12.4,22.83,SABc,,
NGC 5321,G,13:50:43.69 +33:37:57.4,Canes Venatici,0.89 0.63,49,,23.32,S0-a,,
NGC 5322,G,13:49:15.27 +60:11:25.9,Ursa Major,5.62 3.49,95,10.14,23.64,E,,
NGC 5323,G,13:45:36.52 +76:49:42.0,Ursa Minor,1.05 0.44,164,,22.78,Sab,,
NGC 5324,G,13:52:05.89 -06:03:29.9,Virgo,2.22 1.09,15,12.18,22.51,Sc,,
NGC 5325,G,13:50:54.21 +38:16:29.2,Canes Venatici,0.86 0.62,108,,23.29,Sc,,
NGC 5326,G,13:50:50.70 +39:34:29.5,Canes Venatici,2.18 1.03,136,11.87,23,Sa,,
NGC 5327,G,13:52:04.17 -02:12:23.8,Virgo,1.61 0.95,93,,23.17,Sb,,
NGC 5328,G,13:52:53.31 -28:29:21.8,Hydra,3.07 1.71,78,11.71,23.98,E,,
NGC 5329,G,13:52:10.09 +02:19:30.4,Virgo,1.48 0.71,170,12.46,23.09,E,,
NGC 5330,G,13:52:59.19 -28:28:14.4,Hydra,1.14 0.93,165,13.57,23.66,E,,
NGC 5331,GPair,13:52:16.30 +02:06:10.9,Virgo,1.1,,,,,,
NGC 5331NED01,G,13:52:16.15 +02:06:03.3,Virgo,1.07 0.58,132,,25.02,SABb,,
NGC 5331NED02,G,13:52:16.42 +02:06:31.1,Virgo,0.56 0.29,50,,22.59,Sb,,
NGC 5332,G,13:52:07.92 +16:58:11.1,Bootes,1.06 0.77,55,12.95,22.81,E-S0,,
NGC 5333,G,13:54:24.22 -48:30:45.1,Centaurus,2.18 1.09,51,11.89,23.21,S0,,
NGC 5334,G,13:52:54.46 -01:06:52.7,Virgo,3.38 2.44,17,11.73,24.15,Sc,,
NGC 5335,G,13:52:56.56 +02:48:51.4,Virgo,1.45 1.32,155,,23.82,Sb,,
NGC 5336,G,13:52:09.80 +43:14:34.5,Canes Venatici,1.22 0.92,101,,22.76,SABc,,
NGC 5337,G,13:52:23.03 +39:41:14.1,Canes Venatici,1.66 0.80,22,,22.88,SBab,,
NGC 5338,G,13:53:26.55 +05:12:28.0,Virgo,1.94 0.85,98,,24.16,S0,,
NGC 5339,G,13:54:00.27 -07:55:50.4,Virgo,1.82 1.50,85,12.24,22.77,Sa,,
NGC 5340,G,13:48:59.91 +72:39:13.8,Ursa Minor,0.84 0.64,85,,,E,,
NGC 5341,G,13:52:31.96 +37:49:02.7,Canes Venatici,1.07 0.58,159,,22.63,SBm,,
NGC 5342,G,13:51:25.85 +59:51:50.2,Ursa Major,0.92 0.30,154,,22.75,S0,,
NGC 5343,G,13:54:11.71 -07:35:17.3,Virgo,1.23 0.93,78,,23.44,E-S0,,
NGC 5344,GPair,13:49:58.03 +73:57:10.4,Ursa Minor,0.54 0.47,100,,,E,,
NGC 5345,G,13:54:14.25 -01:26:11.3,Virgo,1.50 0.91,157,,23.15,Sa,,
NGC 5346,G,13:53:01.89 +39:34:50.8,Canes Venatici,1.56 0.64,160,,23.71,SABc,,
NGC 5347,G,13:53:17.83 +33:29:27.0,Canes Venatici,1.62 1.19,122,12.68,23.03,Sab,,
NGC 5348,G,13:54:11.27 +05:13:38.8,Virgo,3.88 0.73,175,,24.75,SBbc,,
NGC 5349,G,13:53:13.13 +37:52:59.3,Canes Venatici,1.60 0.48,81,,23.88,SBb,,
NGC 5350,G,13:53:21.63 +40:21:50.2,Canes Venatici,2.69 1.66,35,11.47,22.8,Sbc,,
NGC 5351,G,13:53:27.71 +37:54:53.9,Canes Venatici,2.43 1.31,101,12.15,23.3,SBb,,
NGC 5352,G,13:53:38.43 +36:08:02.6,Canes Venatici,1.42 1.24,92,,23.57,E-S0,,
NGC 5353,G,13:53:26.69 +40:16:58.9,Canes Venatici,2.37 1.18,152,11.02,22.57,S0,,
NGC 5354,G,13:53:26.70 +40:18:09.9,Canes Venatici,3.03 1.15,174,11.38,23.42,S0,,
NGC 5355,G,13:53:45.56 +40:20:19.2,Canes Venatici,1.15 0.72,30,13.18,23.06,S0,,
NGC 5356,G,13:54:58.46 +05:20:01.4,Virgo,2.83 0.67,16,,23.6,Sbc,,
NGC 5357,G,13:55:59.55 -30:20:29.2,Centaurus,2.18 1.87,24,12.01,23.54,E,,
NGC 5358,G,13:54:00.41 +40:16:38.3,Canes Venatici,1.12 0.38,138,,23.4,S0-a,,
NGC 5359,OCl,14:00:09.57 -70:23:32.3,Circinus,5.4,,,,,,
NGC 5360,G,13:55:38.75 +04:59:06.2,Virgo,1.10 0.62,63,,23.76,S0-a,,
NGC 5361,G,13:54:35.23 +38:26:57.9,Canes Venatici,0.76 0.42,64,,23,S0-a,,
NGC 5362,G,13:54:53.30 +41:18:48.7,Canes Venatici,1.89 0.78,87,12.76,22.85,Sb,,
NGC 5363,G,13:56:07.21 +05:15:17.2,Virgo,4.17 2.75,133,10.21,22.82,S0-a,,
NGC 5364,G,13:56:12.00 +05:00:52.1,Virgo,3.80 1.66,45,10.52,22.19,Sbc,,
NGC 5365,G,13:57:50.64 -43:55:52.7,Centaurus,3.88 2.14,174,11.32,24.03,S0,,
NGC 5365A,G,13:56:39.53 -44:00:33.3,Centaurus,2.84 0.68,94,13.52,23.61,SBb,,
NGC 5365B,G,13:58:39.57 -43:57:49.4,Centaurus,1.79 0.42,51,,23.37,Sab,,
NGC 5366,G,13:56:24.86 -00:14:51.2,Virgo,0.80 0.57,43,,22.78,S0-a,,
NGC 5367,RfN,13:57:43.87 -39:58:42.3,Centaurus,2.00 2.00,,,,,,
NGC 5368,G,13:54:29.16 +54:19:50.4,Ursa Major,0.99 0.75,19,,22.6,Sab,,
NGC 5369,G,13:56:37.62 -05:28:11.6,Virgo,1.08 0.87,110,,23.48,E,,
NGC 5370,G,13:54:09.37 +60:40:41.0,Ursa Major,1.37 1.29,65,,23.49,S0,,
NGC 5371,G,13:55:39.94 +40:27:42.3,Canes Venatici,3.98 2.45,7,11.69,22.64,Sbc,,
NGC 5372,G,13:54:45.99 +58:40:00.7,Ursa Major,0.69 0.37,137,13.37,21.52,E?,,
NGC 5373,G,13:57:07.46 +05:15:06.8,Virgo,0.60 0.52,45,,23.08,E-S0,,
NGC 5374,G,13:57:29.63 +06:05:49.2,Virgo,1.62 1.32,45,,23.34,SBbc,,
NGC 5375,G,13:56:56.00 +29:09:51.7,Canes Venatici,2.34 1.73,179,12.08,23.2,SBab,,
NGC 5376,G,13:55:16.07 +59:30:23.8,Ursa Major,1.48 0.92,66,12.33,22.26,SABa,,
NGC 5377,G,13:56:16.67 +47:14:08.5,Canes Venatici,3.64 1.42,34,11.27,23.29,Sa,,
